nivel,serie_id,primer_mes,ultimo_mes,meses_observados,observaciones_modelables,creditos_total,creditos_mediana,tasa_minima,tasa_maxima,tasa_std,meses_esperados,cobertura_meses,apta_modelo
banco_rango,Bancien | Menor o igual a 3 SMLMV,2023-09,2024-08,12,9,314,25.5,29.154615384615383,39.8,3.8113000797914323,12,1.0,False
banco_rango,Banco Pichincha | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,2023-10,2024-11,9,6,161,11.0,19.0,29.486,3.5794117994341765,14,0.6428571428571429,False
banco_rango,Banco Pichincha | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2023-09,2025-05,10,7,118,4.5,18.298947368421054,36.02333333333333,5.484024352206931,21,0.47619047619047616,False
banco_rango,Banco Contactar | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2024-03,2025-12,7,4,109,14.0,24.98,33.3,2.8501907278147343,22,0.3181818181818182,False
banco_rango,Bancien | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,2023-09,2023-12,4,1,105,30.0,37.56,39.8,0.9688430122124639,4,1.0,False
banco_rango,Banco Popular | Menor o igual a 3 SMLMV,2023-09,2026-02,20,17,101,2.0,24.09,34.669999999999995,4.0427194561658615,30,0.6666666666666666,False
banco_rango,Banco GNB Sudameris | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,2023-10,2026-03,24,21,93,3.0,14.436666666666667,26.82,3.5866577412429583,30,0.8,False
banco_rango,Coopcentral | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,2023-09,2026-03,26,23,92,2.5,14.695,25.5,3.1294419263101036,31,0.8387096774193549,False
banco_rango,Banco Serfinanza | Mayor a 100 SMLMV,2023-09,2026-03,29,26,90,3.0,12.55,25.53,3.8435443770113595,31,0.9354838709677419,False
banco_rango,Coopcentral | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2023-09,2026-03,30,27,86,2.0,16.0,29.0,3.5014430087517163,31,0.967741935483871,False
banco_rango,Banco Pichincha | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2023-10,2024-11,8,5,80,8.0,18.73090909090909,22.258,1.3358708621901452,14,0.5714285714285714,False
banco_rango,Banco GNB Sudameris | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,2023-09,2026-03,25,22,77,2.0,14.0175,25.416666666666668,3.833045688748966,31,0.8064516129032258,False
banco_rango,Coopcentral | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2023-09,2026-03,28,25,71,2.0,16.0,29.0,3.520287525918609,31,0.9032258064516129,False
banco_rango,Banco GNB Sudameris | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2023-10,2026-03,20,17,58,1.5,12.72,27.24,3.672336530755621,30,0.6666666666666666,False
banco_rango,Banco Pichincha | Menor o igual a 3 SMLMV,2023-10,2024-11,9,6,58,3.0,18.83555555555556,29.84,3.6503676083743772,14,0.6428571428571429,False
banco_rango,Banco Unión | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,2023-10,2026-03,28,25,55,2.0,22.195,39.45,4.533750140002624,30,0.9333333333333333,False
banco_rango,Banco Santander | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,2024-09,2026-03,15,12,54,2.0,4.5,11.045,1.8751651990716773,19,0.7894736842105263,False
banco_rango,Banco Unión | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,2023-11,2026-03,24,21,48,2.0,15.88,37.99,4.568716242938966,29,0.8275862068965517,False
banco_rango,MiBanco | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2023-10,2026-03,21,18,47,2.0,24.45,39.5,4.812649453461648,30,0.7,False
banco_rango,Banco Popular | Mayor a 100 SMLMV,2023-09,2026-03,11,8,44,1.0,18.86,27.835714285714285,2.6362964747576436,31,0.3548387096774194,False
banco_rango,Banco GNB Sudameris | Mayor a 100 SMLMV,2023-10,2026-03,22,19,43,2.0,12.0,24.97,3.770249090732445,30,0.7333333333333333,False
banco_rango,Banco Santander | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2024-09,2026-03,12,9,43,3.0,4.5,17.59,5.101368209139471,19,0.631578947368421,False
banco_rango,Banco Pichincha | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,2023-09,2023-12,4,1,41,9.5,19.08888888888889,29.095,4.664527857257065,4,1.0,False
banco_rango,MiBanco | Menor o igual a 3 SMLMV,2023-09,2026-03,18,15,38,2.0,24.45,41.75,5.584772496860087,31,0.5806451612903226,False
banco_rango,Banco Santander | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,2024-09,2026-03,13,10,37,3.0,4.5,17.59,3.9054503214962564,19,0.6842105263157895,False
banco_rango,Coopcentral | Menor o igual a 3 SMLMV,2023-10,2026-03,18,15,37,2.0,12.0,28.0,4.025411407636022,30,0.6,False
banco_rango,Banco GNB Sudameris | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2023-10,2026-03,18,15,32,1.0,14.3,26.22,4.0341621246862465,30,0.6,False
banco_rango,Banco Agrario | Mayor a 100 SMLMV,2024-08,2026-03,12,9,25,1.0,21.6,25.9,1.2954725617507916,20,0.6,False
banco_rango,Banco Santander | Mayor a 100 SMLMV,2024-05,2026-03,10,7,22,2.0,4.5,21.02,5.208885144101801,23,0.43478260869565216,False
banco_rango,Banco Unión | Mayor a 100 SMLMV,2024-02,2026-03,10,7,11,1.0,17.57,30.76,4.14969396461956,26,0.38461538461538464,False
banco_rango,MiBanco | Mayor a 6 SMLMV y menor o igual a 12 SMLMV,2023-11,2025-08,8,5,11,1.0,24.45,37.98,5.157261177906623,22,0.36363636363636365,False
banco_rango,Coopcentral | Mayor a 100 SMLMV,2023-09,2026-02,9,6,10,1.0,14.0,20.0,2.403700850309326,30,0.3,False
banco_rango,Banco Santander | Mayor a 3 SMLMV y menor o igual a 6 SMLMV,2024-12,2026-03,6,3,9,1.0,4.5,16.76,4.9683263446221675,16,0.375,False
banco_rango,Banco GNB Sudameris | Menor o igual a 3 SMLMV,2024-10,2026-03,4,1,8,1.0,15.39,22.0,2.8248584035310524,18,0.2222222222222222,False
banco_rango,Banco Mundo Mujer | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,2023-10,2026-03,3,0,8,2.0,24.32,39.79,8.4437136379676,30,0.1,False
banco_rango,Bancien | Mayor a 25 SMLMV y menor o igual a 100 SMLMV,2023-10,2026-01,4,1,6,1.5,14.03,14.03,0.0,28,0.14285714285714285,False
banco_rango,Banco Contactar | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,2024-03,2024-06,2,0,5,2.5,30.83,33.3,1.7465537495307715,4,0.5,False
banco_rango,Banco Pichincha | Mayor a 100 SMLMV,2023-09,2024-10,3,0,5,1.0,12.0,29.53,9.180855886834017,14,0.21428571428571427,False
banco_rango,Banco Santander | Menor o igual a 3 SMLMV,2024-05,2025-09,4,1,5,1.0,0.0,17.59,8.743326502729571,17,0.23529411764705882,False
banco_rango,Finandina | Mayor a 100 SMLMV,2024-05,2024-10,3,0,4,1.0,12.16,18.01,3.0563104118092026,6,0.5,False
banco_rango,MiBanco | Mayor a 12 SMLMV y menor o igual a 25 SMLMV,2023-10,2024-07,2,0,2,1.0,29.16,39.5,7.3114841174689,10,0.2,False
banco,Bancolombia,2023-09,2026-03,31,28,1453118,40918.0,20.575639174061827,33.37140337206007,3.9645240819786496,31,1.0,True
banco,Banco de Bogotá,2023-09,2026-03,31,28,1088530,33469.0,22.979255760784557,35.25454464462483,4.094004335514142,31,1.0,True
banco,Banco Davibank,2023-09,2026-03,31,28,797150,10067.0,20.643107302533533,41.7416535193335,5.878204727751533,31,1.0,True
